"genome"	"wis_file"	"cov_raw"	"cov_wis"	"cov_greedy"	"N_raw"	"N_wis"	"N_greedy"	"mean_pident"	"mean_pident_greedy"	"mean_len"	"mean_len_greedy"	"total_length"	"total_length_greedy"	"mean_e_value"	"mean_e_greedy"	"max_e_value"	"max_e_greedy"	"sum_score"	"sum_score_greedy"	"average_raw"	"average_raw_greedy"	"total_raw"	"total_raw_greedy"	"time_wis"	"time_greedy"	"memory_wis"	"memory_greedy"	"logr_expected"	"logr_calculated"	"logr_expected_alt"
"11"	"HIV1_AB253712_HIV2_AY530889_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AB253712_HIV2_AY530889_ab_tblastx_max_len_wis.tab"	2.37707930367505	0.864893617021277	0.844294003868472	22	9	7	0.468240857293977	0.429118184281066	339.222222222222	426.571428571429	8943	8730	0.0313364967994445	6.74712442857143e-08	0.282028	4.71195e-07	1245.93584043366	1134.46911933932	623.555555555556	721.428571428571	5612	5050	0.779187440872192	0.639758348464966	133.8	133.6	2.37553437260024	2.19722457733622	2.75863858051027
"12"	"HIV1_AB253712_HIV2_KX174311_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AB253712_HIV2_KX174311_ab_tblastx_max_len_wis.tab"	2.43249516441006	0.849226305609284	0.846324951644101	28	9	8	0.482455729206466	0.416310474897321	331.888888888889	372.125	8781	8751	0.612036666937842	0.00152975030507236	5.50833	0.012238	1236.76809962739	1196.41382427243	619.666666666667	669.875	5577	5359	0.889047145843506	0.695529460906982	133.7	133.6	2.43977183545199	2.19722457733622	2.96872484165993
"13"	"HIV1_AB253712_HIV2_KY025538_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AB253712_HIV2_KY025538_ab_tblastx_max_len_wis.tab"	2.41305609284333	0.866924564796905	0.866924564796905	25	7	7	0.398402689729105	0.398402689729105	438.285714285714	438.285714285714	8964	8964	1.16619798585718e-06	1.16619798585718e-06	8.16303e-06	8.16303e-06	832.116952905957	832.116952905957	544.714285714286	544.714285714286	3813	3813	0.822227478027344	0.640191078186035	133.7	133.7	2.38762490136093	1.94591014905531	2.82613452271761
"14"	"HIV1_AB253712_HIV2_M30502_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AB253712_HIV2_M30502_ab_tblastx_max_len_wis.tab"	2.50676982591876	0.854158607350097	0.823404255319149	27	8	7	0.447618670466011	0.462967037258877	375.5	413.285714285714	8832	8514	0.94232140962505	1.0769387538572	7.53856	7.53856	1427.68090643903	1422.59357338578	788.375	890.428571428571	6307	6233	0.867864370346069	0.641013622283936	133.7	133.6	2.35801507637302	2.07944154167984	2.9034799138489
"15"	"HIV1_AB253712_HIV2_NC_001722_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AB253712_HIV2_NC_001722_ab_tblastx_max_len_wis.tab"	2.50676982591876	0.854158607350097	0.823404255319149	27	8	7	0.447618670466011	0.462967037258877	375.5	413.285714285714	8832	8514	0.94232140962505	1.0769387538572	7.53856	7.53856	1427.68090643903	1422.59357338578	788.375	890.428571428571	6307	6233	0.866795778274536	0.640135049819946	133.7	133.6	2.35801507637302	2.07944154167984	2.9034799138489
"16"	"HIV1_AB253712_HIV2_U27200_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AB253712_HIV2_U27200_ab_tblastx_max_len_wis.tab"	2.17949709864603	0.854738878143133	0.850676982591876	25	8	7	0.391338824119569	0.414446916177641	376.5	428	8838	8796	0.159315474375	0.000103399285714286	1.2738	0.000723795	1310.07908702843	1464.3229814015	728.125	914.857142857143	5825	6404	0.889522790908813	0.708761215209961	133.7	133.6	2.44562676853809	2.07944154167984	2.94213825707191
"17"	"HIV1_AB253712_SIV_AF131870_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AB253712_SIV_AF131870_ab_tblastx_max_len_wis.tab"	1.57920696324952	0.741295938104449	0.741295938104449	23	10	10	0.440740750661354	0.440740750661354	259.8	259.8	7665	7665	0.0014455525925438	0.0014455525925438	0.0144555	0.0144555	1280.69627650203	1280.69627650203	580.8	580.8	5808	5808	0.834817886352539	0.876229047775269	133.7	133.6	2.45249949459508	2.30258509299405	2.97781597918553
"18"	"HIV1_AB253712_SIV_DQ201174_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AB253712_SIV_DQ201174_ab_tblastx_max_len_wis.tab"	2.48500967117988	0.859671179883946	0.859671179883946	25	7	7	0.365342561902028	0.365342561902028	433.142857142857	433.142857142857	8889	8889	0.00020803753934	0.00020803753934	0.00131151	0.00131151	1159.83536930965	1159.83536930965	736.571428571429	736.571428571429	5156	5156	1.04026365280151	0.693418264389038	133.6	133.6	2.33013371217153	1.94591014905531	2.79722675311003
"19"	"HIV1_AB253712_SIV_JQ866001_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AB253712_SIV_JQ866001_ab_tblastx_max_len_wis.tab"	3.23442940038685	0.928433268858801	0.929593810444874	29	7	7	0.443979242097003	0.461270308379424	470.428571428571	470.428571428571	9600	9612	0.0228992857142857	0.0228992857142857	0.160295	0.160295	1395.80775511206	1769.37175511206	874.571428571429	1093.28571428571	6122	7653	0.978569269180298	0.703522682189941	133.7	133.7	2.20069009163424	1.94591014905531	2.83157449721905
"20"	"HIV1_AB253712_SIV_L40990_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AB253712_SIV_L40990_ab_tblastx_max_len_wis.tab"	2.24448742746615	0.82137330754352	0.708510638297872	31	11	9	0.388276245210404	0.387588578131352	267.909090909091	282.777777777778	8493	7326	0.252132505539271	0.178620991394664	1.60345	1.60345	706.623120068799	945.867061978949	318.727272727273	487	3506	4383	1.05128479003906	0.822168588638306	133.7	133.6	2.57811386842894	2.39789527279837	3.11656706518989
"21"	"HIV1_AB253712_SIV_M33262_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AB253712_SIV_M33262_ab_tblastx_max_len_wis.tab"	2.35618955512573	0.856769825918762	0.856769825918762	27	9	9	0.37228798970058	0.37228798970058	337	337	8859	8859	0.369930735793916	0.369930735793916	2.06452	2.06452	1023.5539410032	1023.5539410032	522.666666666667	522.666666666667	4704	4704	0.958506345748901	0.809473514556885	133.7	133.6	2.50604839426937	2.19722457733622	2.97429994813063
"22"	"HIV1_AB253712_SIV_U04005_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AB253712_SIV_U04005_ab_tblastx_max_len_wis.tab"	2.80938104448743	0.817601547388781	0.816731141199226	35	9	9	0.505367436748547	0.520747145057013	321.555555555556	321	8454	8445	0.555038215042222	0.555038215042222	3.41212	3.41212	1021.55066077197	1394.62666077197	521.555555555556	691.444444444444	4694	6223	1.14321184158325	0.8186354637146	133.7	133.6	2.49895236343319	2.19722457733622	2.98095880469431
"23"	"HIV1_AB253712_SIV_U79412_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AB253712_SIV_U79412_ab_tblastx_max_len_wis.tab"	2.38839458413926	0.851547388781431	0.85183752417795	22	8	8	0.396065075179124	0.403565075179124	373.625	373.625	8805	8808	1.111517655725	1.111008986975	8.88141	8.88141	1148.3684909661	1184.7244909661	645	663.625	5160	5309	0.850065231323242	0.763978004455566	133.7	133.6	2.2951630712907	2.07944154167984	2.71230632906895
"24"	"HIV1_AF321523_HIV1_AY271690_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_HIV1_AY271690_ab_tblastx_max_len_wis.tab"	6.2587511348734	0.989306970644608	0.948148895389892	30	3	3	0.525694309375567	0.553387440805995	1109.66666666667	1061.66666666667	9807	9399	1.24639333333333e-09	3.16252666666667e-31	3.73918e-09	9.48758e-31	2029.64826040638	2186.29626040638	2833.33333333333	3047.33333333333	8500	9142	0.991265296936035	0.449886083602905	133.6	89.6	1.55090697460746	1.09861228866811	2.25525655535544
"25"	"HIV1_AF321523_HIV1_EU861977_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_HIV1_EU861977_ab_tblastx_max_len_wis.tab"	5.54635327347927	0.955412085140724	0.942096237264199	28	2	2	0.588729695176873	0.628484750792529	1598.5	1574.5	9471	9339	1.77225e-304	5.2557e-32	3.5445e-304	1.05114e-31	2113.89181152911	2650.44781152911	4394	5493.5	8788	10987	0.953543901443481	0.368329763412476	133.6	60.8	1.57173962002682	0.693147180559945	2.30801583731345
"26"	"HIV1_AF321523_HIV1_JX236671_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_HIV1_JX236671_ab_tblastx_max_len_wis.tab"	5.34419449208111	0.974780591142944	0.974780591142944	21	2	2	0.577427109974425	0.577427109974425	1641	1641	9663	9663	2.67791e-169	2.67791e-169	5.35582e-169	5.35582e-169	2060.92894005749	2060.92894005749	4285.5	4285.5	8571	8571	0.794270277023315	0.368610620498657	133.6	60.8	1.40770458822976	0.693147180559945	2.05908309427804
"27"	"HIV1_AF321523_HIV1_KC503852_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_HIV1_KC503852_ab_tblastx_max_len_wis.tab"	3.17704025017654	0.962977907797841	0.939977806920206	22	5	4	0.785795494894329	0.772185073724513	639.2	781.5	9546	9318	0.1713592	0.214199	0.856796	0.856796	2956.41523879537	2784.11481683104	2481.8	2912	12409	11648	0.783883571624756	0.513283014297485	133.6	118.3	1.72362621938644	1.6094379124341	2.61227506277372
"28"	"HIV1_AF321523_HIV1_KY658697_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_HIV1_KY658697_ab_tblastx_max_len_wis.tab"	3.83920104912741	0.975385856955513	0.946635730858469	35	6	4	0.59449663411161	0.576950219139897	542.166666666667	791.25	9669	9384	0.0535956666666667	0.0803935	0.321574	0.321574	2185.81372082447	2279.49395345055	1550.83333333333	2395	9305	9580	1.10649037361145	0.501376390457153	133.7	118.3	1.94477746181842	1.79175946922805	2.88588168840027
"29"	"HIV1_AF321523_HIV1_MH705134_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_HIV1_MH705134_ab_tblastx_max_len_wis.tab"	4.65721779481489	0.972662160798951	0.962372641985272	23	3	3	0.613282006811328	0.645741139796153	1086.33333333333	1074.33333333333	9642	9540	4.72444e-38	6.31816666666667e-06	1.16667e-37	1.89545e-05	2112.11474062561	2257.53874062561	2946	3144.66666666667	8838	9434	0.843058347702026	0.43752908706665	133.7	89.5	1.59430225946013	1.09861228866811	2.28825411518963
"30"	"HIV1_AF321523_HIV1_MH705144_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_HIV1_MH705144_ab_tblastx_max_len_wis.tab"	4.60395440330879	0.949662059921315	0.885806516695249	32	5	2	0.603251584411025	0.568399625736582	635.8	1486	9414	8781	2.95814e-08	1.563725e-231	1.47907e-07	3.12745e-231	2429.62025889126	1877.93952209275	2050	3910.5	10250	7821	1.00503754615784	0.378660678863525	133.6	60.8	1.76062498169169	1.6094379124341	2.61564413160924
"31"	"HIV1_AF321523_HIV1_MK458169_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_HIV1_MK458169_ab_tblastx_max_len_wis.tab"	1.60153334005851	0.391304347826087	0.386159588419247	27	7	6	0.818484009946043	0.800886670548064	188	218.166666666667	3879	3828	9.47636771947476e-07	1.10422252204455e-06	6.62376e-06	6.62376e-06	956.410286998053	1102.20905620508	617.285714285714	810.833333333333	4321	4865	0.922980785369873	0.623186588287354	133.6	133.6	2.07998804300317	1.94591014905531	2.57224865994315
"32"	"HIV1_AF321523_HIV2_AF082339_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_HIV2_AF082339_ab_tblastx_max_len_wis.tab"	2.21466760819126	0.834661555533138	0.834661555533138	22	6	6	0.414063354885848	0.414063354885848	470	470	8274	8274	5.189325435e-05	5.189325435e-05	0.000308036	0.000308036	1310.05810069249	1310.05810069249	952.833333333333	952.833333333333	5717	5717	0.810075044631958	0.635290384292603	133.6	133.6	2.2627874289381	1.79175946922805	2.77430675000289
"33"	"HIV1_AF321523_HIV2_AY530889_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_HIV2_AY530889_ab_tblastx_max_len_wis.tab"	2.34691818823767	0.822858872188036	0.765358619993947	21	9	6	0.398488601774748	0.406321773969101	308.111111111111	428.833333333333	8157	7587	0.481715124333397	5.60198850038333e-05	3.12738	0.000336119	952.295396011922	1163.61880669263	489.666666666667	852.5	4407	5115	0.803611755371094	0.630258560180664	133.6	133.6	2.22669967067548	2.19722457733622	2.68184257944043
"34"	"HIV1_AF321523_HIV2_KX174311_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_HIV2_KX174311_ab_tblastx_max_len_wis.tab"	2.17350953293655	0.791082417028145	0.791082417028145	25	8	8	0.40116222004405	0.40116222004405	330.375	330.375	7842	7842	0.852559364375026	0.852559364375026	6.82015	6.82015	857.103207008666	857.103207008666	495.875	495.875	3967	3967	0.884667873382568	0.747405767440796	133.6	133.6	2.41046188473083	2.07944154167984	2.89403162624211
"35"	"HIV1_AF321523_HIV2_KY025538_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_HIV2_KY025538_ab_tblastx_max_len_wis.tab"	2.21103601331585	0.82376677090689	0.82376677090689	23	7	7	0.410511870976295	0.410511870976295	396.285714285714	396.285714285714	8166	8166	9.63524285714817e-08	9.63524285714817e-08	6.74467e-07	6.74467e-07	757.992162800164	757.992162800164	501.142857142857	501.142857142857	3508	3508	0.846458911895752	0.691536426544189	133.6	133.6	2.28636600334158	1.94591014905531	2.790379944557
"36"	"HIV1_AF321523_HIV2_M30502_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_HIV2_M30502_ab_tblastx_max_len_wis.tab"	2.05154847170382	0.7583980631494	0.7583980631494	25	8	8	0.458907830120498	0.458907830120498	318.875	318.875	7518	7518	1.65137810357502	1.65137810357502	7.21996	7.21996	1319.92628917527	1319.92628917527	733	733	5864	5864	0.89770770072937	0.757441759109497	133.6	133.6	2.46244132363732	2.07944154167984	2.97576736727037
"37"	"HIV1_AF321523_HIV2_NC_001722_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_HIV2_NC_001722_ab_tblastx_max_len_wis.tab"	2.05154847170382	0.7583980631494	0.7583980631494	25	8	8	0.458907830120498	0.458907830120498	318.875	318.875	7518	7518	1.65137810357502	1.65137810357502	7.21996	7.21996	1319.92628917527	1319.92628917527	733	733	5864	5864	0.894427299499512	0.74254846572876	133.6	133.5	2.46244132363732	2.07944154167984	2.97576736727037
"38"	"HIV1_AF321523_HIV2_U27200_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_HIV2_U27200_ab_tblastx_max_len_wis.tab"	2.02340361141935	0.790477151215575	0.790477151215575	24	7	7	0.435488869879084	0.435488869879084	376.142857142857	376.142857142857	7836	7836	2.30371509229762e-12	2.30371509229762e-12	1.6126e-11	1.6126e-11	1232.08619129571	1232.08619129571	778.714285714286	778.714285714286	5451	5451	0.880632638931274	0.685753583908081	133.6	133.5	2.37171302927864	1.94591014905531	2.90910697491043
"39"	"HIV1_AF321523_SIV_AF131870_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_SIV_AF131870_ab_tblastx_max_len_wis.tab"	1.66629678200343	0.768687581963079	0.758095430243115	24	9	9	0.422331919058496	0.428144591888607	290.555555555556	285.777777777778	7620	7515	1.66748778379949	1.66748778379949	8.7677	8.7677	798.697159789176	980.477159789176	419.888888888889	502.666666666667	3779	4524	0.872703552246094	0.816777467727661	133.6	133.5	2.52395719598934	2.19722457733622	3.02254007156912
"40"	"HIV1_AF321523_SIV_DQ201174_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_SIV_DQ201174_ab_tblastx_max_len_wis.tab"	2.54484010894785	0.821345707656613	0.79531927771613	26	8	7	0.390204745928672	0.384065285452677	347.125	385.142857142857	8142	7884	0.65567857650475	0.749346944576857	2.7565	2.7565	868.804341659693	1098.15457920386	501.875	700.285714285714	4015	4902	0.924009561538696	0.694516181945801	133.6	133.5	2.30664105960044	2.07944154167984	2.79756940895033
"41"	"HIV1_AF321523_SIV_JQ866001_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_SIV_JQ866001_ab_tblastx_max_len_wis.tab"	3.61948955916473	0.907596085947745	0.891859174820942	38	6	5	0.371728686257085	0.409859192186375	516	607.8	8997	8841	0.00074587833333354	0.000691994000000248	0.00345997	0.00345997	719.830208783553	902.848899535657	549.5	798.6	3297	3993	1.20767736434937	0.569482803344727	133.6	133.5	2.36913543350287	1.79175946922805	2.97652729371794
"42"	"HIV1_AF321523_SIV_L40990_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_SIV_L40990_ab_tblastx_max_len_wis.tab"	2.04186421870271	0.777766569151619	0.693634621204479	32	13	10	0.38590599460148	0.396035132459197	204.153846153846	236.5	7710	6876	1.71426655547472	2.44539613560093	9.97552	9.97552	739.865091946495	962.890735775706	287.846153846154	450.3	3742	4503	1.03799557685852	0.866305112838745	133.6	133.5	2.64978178184273	2.56494935746154	3.22012202200563
"43"	"HIV1_AF321523_SIV_M33262_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_SIV_M33262_ab_tblastx_max_len_wis.tab"	2.05124583879754	0.806819328154948	0.741450620397458	20	7	6	0.401419682741866	0.424041984920216	389.714285714286	417.166666666667	7998	7350	1.19422605000047e-07	1.39271500000054e-07	5.27553e-07	5.27553e-07	853.030851898729	1148.42554040566	556.857142857143	842.5	3898	5055	0.764094591140747	0.626880407333374	133.5	133.5	2.24860102576662	1.94591014905531	2.72524520960137
"44"	"HIV1_AF321523_SIV_U04005_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_SIV_U04005_ab_tblastx_max_len_wis.tab"	2.85322304045193	0.874306466256431	0.863109048723898	37	12	11	0.445963258833284	0.445260996734179	247	265.909090909091	8667	8556	0.04944174290406	0.0463866026526109	0.348829	0.348829	1434.67114000307	1434.93808652259	545	590	6540	6490	1.17428708076477	0.936549186706543	133.6	133.5	2.52446388713084	2.484906649788	3.02558898023905
"45"	"HIV1_AF321523_SIV_U79412_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AF321523_SIV_U79412_ab_tblastx_max_len_wis.tab"	2.28245737919903	0.816806214062342	0.746292746898013	22	8	5	0.363316328029174	0.360981940520567	346.125	504.6	8097	7398	1.9348007596625	1.37168487546	8.60571	6.82307	650.945873702339	1040.11115291773	390	911	3120	4555	0.813996076583862	0.572289943695068	133.5	133.5	2.24594394271305	2.07944154167984	2.76415027496297
"46"	"HIV1_AY271690_HIV1_EU861977_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AY271690_HIV1_EU861977_ab_tblastx_max_len_wis.tab"	4.14763658686311	0.961325966850829	0.955187231430325	44	3	2	0.699265538187694	0.611837086255691	1055	1572.5	9396	9336	3.50556666666667e-08	1.37608e-20	1.05167e-07	2.75216e-20	2154.3724763026	2738.56005398552	3003.66666666667	5674	9011	11348	1.34118008613586	0.379016160964966	133.6	60.7	1.96749697171129	1.09861228866811	3.05372328345256
"47"	"HIV1_AY271690_HIV1_JX236671_ab_tblastx"	"/data/meyer/rob/phages/robert_phage/genome_alignments/method_comparison/other_data/HIV//HIV1_AY271690_HIV1_JX236671_ab_tblastx_max_len_wis.tab"	4.17127071823204	0.994475138121547	0.994475138121547	14	1	1	0.688280060882801	0.688280060882801	3285	3285	9720	9720	0	0	0	0	2536.36344407639	2536.36344407639	10460	10460	10460	10460	0.609156131744385	0.322658538818359	133.5	32.2	1.19633044193379	0	1.90203796741912
